Id,Year,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST,DEP_TIME,DEP_DEL15,DEP_TIME_BLK,ARR_TIME,ARR_DEL15,CANCELLED
200,2019,5,6,WN,19393,WN,N488WN,2615,10821,1082106,BWI,13487,1348702,MSP,1926,0,1900-1959,2102,0,0
201,2019,5,6,WN,19393,WN,N442WN,696,10821,1082106,BWI,13495,1349505,MSY,1857,0,1900-1959,2029,0,0
202,2019,5,6,WN,19393,WN,N701GS,2797,10821,1082106,BWI,13495,1349505,MSY,815,0,0800-0859,953,0,0
203,2019,5,6,WN,19393,WN,N492WN,2618,10821,1082106,BWI,13796,1379608,OAK,1406,0,1400-1459,1731,0,0
204,2019,5,6,WN,19393,WN,N7714B,4360,10821,1082106,BWI,13851,1385103,OKC,1417,0,1400-1459,1621,0,0
205,2019,5,6,WN,19393,WN,N7738A,2613,10821,1082106,BWI,13931,1393102,ORF,821,0,0800-0859,904,0,0
206,2019,5,6,WN,19393,WN,N775SW,2785,10821,1082106,BWI,13931,1393102,ORF,1111,0,1100-1159,1154,0,0
207,2019,5,6,WN,19393,WN,N422WN,4672,10821,1082106,BWI,13931,1393102,ORF,2149,0,2100-2159,2233,0,0
208,2019,5,6,WN,19393,WN,N438WN,2486,10821,1082106,BWI,14027,1402702,PBI,1853,0,1800-1859,2102,0,0
209,2019,5,6,WN,19393,WN,N436WN,2766,10821,1082106,BWI,14027,1402702,PBI,1410,0,1400-1459,1626,0,0
210,2019,5,6,WN,19393,WN,N262WN,3014,10821,1082106,BWI,14027,1402702,PBI,812,0,0800-0859,1033,0,0
211,2019,5,6,WN,19393,WN,N293WN,599,10821,1082106,BWI,14107,1410702,PHX,705,0,0600-0659,1000,0,0
212,2019,5,6,WN,19393,WN,N8560Z,4079,10821,1082106,BWI,14107,1410702,PHX,1143,0,1100-1159,1435,0,0
213,2019,5,6,WN,19393,WN,N8702L,4401,10821,1082106,BWI,14107,1410702,PHX,1417,1,1400-1459,1712,0,0
214,2019,5,6,WN,19393,WN,N7723E,2541,10821,1082106,BWI,14122,1412202,PIT,2133,0,2100-2159,2226,0,0
215,2019,5,6,WN,19393,WN,N234WN,4566,10821,1082106,BWI,14122,1412202,PIT,1100,0,1100-1159,1159,0,0
216,2019,5,6,WN,19393,WN,N492WN,348,10821,1082106,BWI,14307,1430705,PVD,959,0,1000-1059,1115,0,0
217,2019,5,6,WN,19393,WN,N486WN,496,10821,1082106,BWI,14307,1430705,PVD,824,0,0800-0859,931,0,0
218,2019,5,6,WN,19393,WN,N8528Q,1265,10821,1082106,BWI,14307,1430705,PVD,1640,0,1600-1659,1750,0,0
219,2019,5,6,WN,19393,WN,N909WN,1410,10821,1082106,BWI,14307,1430705,PVD,2127,0,2100-2159,2229,0,0
220,2019,5,6,WN,19393,WN,N460WN,2557,10821,1082106,BWI,14307,1430705,PVD,1117,0,1100-1159,1220,0,0
221,2019,5,6,WN,19393,WN,N7850B,3595,10821,1082106,BWI,14307,1430705,PVD,1904,0,1900-1959,2013,0,0
222,2019,5,6,WN,19393,WN,N250WN,2906,10821,1082106,BWI,14321,1432105,PWM,1121,0,1100-1159,1238,0,0
223,2019,5,6,WN,19393,WN,N8641B,3023,10821,1082106,BWI,14321,1432105,PWM,2138,0,2100-2159,2318,0,0
224,2019,5,6,WN,19393,WN,N262WN,3191,10821,1082106,BWI,14321,1432105,PWM,1432,0,1400-1459,1552,0,0
225,2019,5,6,WN,19393,WN,N7876A,2056,10821,1082106,BWI,14492,1449202,RDU,1626,0,1600-1659,1722,0,0
226,2019,5,6,WN,19393,WN,N212WN,2565,10821,1082106,BWI,14492,1449202,RDU,1349,0,1300-1359,1444,0,0
227,2019,5,6,WN,19393,WN,N208WN,2687,10821,1082106,BWI,14492,1449202,RDU,1741,0,1700-1759,1841,0,0
228,2019,5,6,WN,19393,WN,N7720F,3198,10821,1082106,BWI,14492,1449202,RDU,819,0,0800-0859,917,0,0
229,2019,5,6,WN,19393,WN,N7727A,4528,10821,1082106,BWI,14492,1449202,RDU,1914,0,1900-1959,2017,0,0
230,2019,5,6,WN,19393,WN,N242WN,2507,10821,1082106,BWI,14576,1457606,ROC,2149,0,2100-2159,2256,0,0
231,2019,5,6,WN,19393,WN,N252WN,2540,10821,1082106,BWI,14576,1457606,ROC,1101,0,1100-1159,1209,0,0
232,2019,5,6,WN,19393,WN,N278WN,3643,10821,1082106,BWI,14576,1457606,ROC,1446,0,1400-1459,1557,0,0
233,2019,5,6,WN,19393,WN,N7734H,2731,10821,1082106,BWI,14635,1463502,RSW,833,0,0800-0859,1104,0,0
234,2019,5,6,WN,19393,WN,N559WN,3174,10821,1082106,BWI,14635,1463502,RSW,1400,0,1400-1459,1619,0,0
235,2019,5,6,WN,19393,WN,N8695D,3375,10821,1082106,BWI,14635,1463502,RSW,1713,0,1700-1759,1929,0,0
236,2019,5,6,WN,19393,WN,N8503A,4389,10821,1082106,BWI,14635,1463502,RSW,1918,0,1900-1959,2139,0,0
237,2019,5,6,WN,19393,WN,N8683D,3578,10821,1082106,BWI,14679,1467903,SAN,1407,0,1400-1459,1646,0,0
238,2019,5,6,WN,19393,WN,N7856A,3758,10821,1082106,BWI,14679,1467903,SAN,1010,1,0800-0859,1237,1,0
239,2019,5,6,WN,19393,WN,N775SW,485,10821,1082106,BWI,14683,1468305,SAT,1449,1,1400-1459,1706,0,0
240,2019,5,6,WN,19393,WN,N8667D,2693,10821,1082106,BWI,14683,1468305,SAT,855,0,0900-0959,1117,0,0
241,2019,5,6,WN,19393,WN,N7837A,989,10821,1082106,BWI,14730,1473003,SDF,818,0,0800-0859,950,0,0
242,2019,5,6,WN,19393,WN,N924WN,3455,10821,1082106,BWI,14730,1473003,SDF,1910,0,1900-1959,2050,0,0
243,2019,5,6,WN,19393,WN,N7722B,2720,10821,1082106,BWI,14843,1484306,SJU,833,0,0800-0859,1336,0,0
244,2019,5,6,WN,19393,WN,N224WN,2768,10821,1082106,BWI,14843,1484306,SJU,1055,0,1000-1059,1558,0,0
245,2019,5,6,WN,19393,WN,N486WN,2804,10821,1082106,BWI,15016,1501606,STL,1904,0,1900-1959,2011,0,0
246,2019,5,6,WN,19393,WN,N490WN,2484,10821,1082106,BWI,15304,1530402,TPA,1347,0,1300-1359,1607,0,0
247,2019,5,6,WN,19393,WN,N7729A,2663,10821,1082106,BWI,15304,1530402,TPA,629,0,0600-0659,854,0,0
248,2019,5,6,WN,19393,WN,N431WN,2918,10821,1082106,BWI,15304,1530402,TPA,1800,0,1800-1859,2016,0,0
249,2019,5,6,WN,19393,WN,N967WN,2977,10821,1082106,BWI,15304,1530402,TPA,1232,0,1200-1259,1442,0,0
250,2019,5,6,WN,19393,WN,N8323C,3852,10821,1082106,BWI,15304,1530402,TPA,1611,0,1600-1659,1821,0,0
251,2019,5,6,WN,19393,WN,N7853B,3908,10821,1082106,BWI,15304,1530402,TPA,745,0,0700-0759,1017,0,0
252,2019,5,6,WN,19393,WN,N253WN,4492,10994,1099402,CHS,10693,1069302,BNA,1728,0,1700-1759,1749,0,0
253,2019,5,6,WN,19393,WN,N296WN,2505,10994,1099402,CHS,10821,1082106,BWI,1849,0,1800-1859,2008,0,0
254,2019,5,6,WN,19393,WN,N918WN,2726,10994,1099402,CHS,10821,1082106,BWI,827,0,0800-0859,946,0,0
255,2019,5,6,WN,19393,WN,N436WN,2766,10994,1099402,CHS,10821,1082106,BWI,1202,0,1200-1259,1324,0,0
256,2019,5,6,WN,19393,WN,N7739A,3574,10994,1099402,CHS,12191,1219102,HOU,1049,0,1000-1059,1209,0,0
257,2019,5,6,WN,19393,WN,N8638A,2732,10994,1099402,CHS,13232,1323202,MDW,640,0,0600-0659,744,0,0
258,2019,5,6,WN,19393,WN,N770SA,2745,11042,1104205,CLE,10397,1039707,ATL,631,0,0600-0659,824,0,0
259,2019,5,6,WN,19393,WN,N7738A,2613,11042,1104205,CLE,10693,1069302,BNA,1533,0,1500-1559,1556,0,0
260,2019,5,6,WN,19393,WN,N7863A,2747,11042,1104205,CLE,10693,1069302,BNA,742,0,0700-0759,807,0,0
261,2019,5,6,WN,19393,WN,N442WN,696,11042,1104205,CLE,10821,1082106,BWI,1645,0,1600-1659,1750,0,0
262,2019,5,6,WN,19393,WN,N7849A,2738,11042,1104205,CLE,10821,1082106,BWI,553,0,0600-0659,711,0,0
263,2019,5,6,WN,19393,WN,N8601C,2671,11042,1104205,CLE,11292,1129202,DEN,1053,0,1000-1059,1157,0,0
264,2019,5,6,WN,19393,WN,N8658A,2739,11042,1104205,CLE,12889,1288903,LAS,735,0,0700-0759,925,0,0
265,2019,5,6,WN,19393,WN,N256WN,2754,11042,1104205,CLE,13204,1320402,MCO,1000,0,1000-1059,1212,0,0
266,2019,5,6,WN,19393,WN,N776WN,2741,11042,1104205,CLE,13232,1323202,MDW,1015,0,1000-1059,1020,0,0
267,2019,5,6,WN,19393,WN,N422WN,2760,11042,1104205,CLE,13232,1323202,MDW,713,0,0700-0759,733,0,0
268,2019,5,6,WN,19393,WN,N7840A,3258,11042,1104205,CLE,13232,1323202,MDW,1637,0,1600-1659,1647,0,0
269,2019,5,6,WN,19393,WN,N498WN,4081,11042,1104205,CLE,13232,1323202,MDW,1350,0,1300-1359,1359,0,0
270,2019,5,6,WN,19393,WN,N468WN,3546,11042,1104205,CLE,14107,1410702,PHX,1701,1,1600-1659,1921,0,0
271,2019,5,6,WN,19393,WN,N288WN,3155,11042,1104205,CLE,15016,1501606,STL,1435,0,1400-1459,1500,0,0
272,2019,5,6,WN,19393,WN,N917WN,2751,11057,1105703,CLT,10693,1069302,BNA,752,0,0700-0759,828,0,0
273,2019,5,6,WN,19393,WN,N224WN,2768,11057,1105703,CLT,10821,1082106,BWI,843,0,0800-0859,1001,0,0
274,2019,5,6,WN,19393,WN,N924WN,3455,11057,1105703,CLT,10821,1082106,BWI,1643,0,1600-1659,1813,0,0
275,2019,5,6,WN,19393,WN,N908WN,2753,11057,1105703,CLT,11259,1125904,DAL,1044,0,1000-1059,1213,0,0
276,2019,5,6,WN,19393,WN,N447WN,3603,11057,1105703,CLT,12191,1219102,HOU,1208,0,1200-1259,1343,0,0
277,2019,5,6,WN,19393,WN,N8577Z,2773,11057,1105703,CLT,13232,1323202,MDW,701,0,0700-0759,750,0,0
278,2019,5,6,WN,19393,WN,N7723E,683,11066,1106606,CMH,10397,1039707,ATL,1428,0,1400-1459,1544,0,0
279,2019,5,6,WN,19393,WN,N7817J,2800,11066,1106606,CMH,10397,1039707,ATL,639,0,0600-0659,800,0,0
280,2019,5,6,WN,19393,WN,N436WN,2766,11066,1106606,CMH,10693,1069302,BNA,750,0,0700-0759,758,0,0
281,2019,5,6,WN,19393,WN,N486WN,2797,11066,1106606,CMH,10821,1082106,BWI,555,0,0600-0659,709,0,0
282,2019,5,6,WN,19393,WN,N8702L,4401,11066,1106606,CMH,10821,1082106,BWI,1159,0,1200-1259,1313,0,0
283,2019,5,6,WN,19393,WN,N8633A,3177,11066,1106606,CMH,11259,1125904,DAL,1452,0,1400-1459,1604,0,0
284,2019,5,6,WN,19393,WN,N762SW,4194,11066,1106606,CMH,11278,1127805,DCA,1242,0,1200-1259,1351,0,0
285,2019,5,6,WN,19393,WN,N7866A,1057,11066,1106606,CMH,11292,1129202,DEN,545,0,0001-0559,643,0,0
286,2019,31,4,UA,19977,UA,N77520,1643,12889,1288903,LAS,14771,1477104,SFO,933,0,0900-0959,1124,0,0
287,2019,31,4,UA,19977,UA,N13718,1642,13930,1393007,ORD,12953,1295304,LGA,1455,0,1500-1559,1749,0,0
288,2019,31,4,UA,19977,UA,N17752,1641,14986,1498603,SRQ,13930,1393007,ORD,1210,0,1200-1259,1400,0,0
289,2019,31,4,UA,19977,UA,N75435,1640,11618,1161802,EWR,15304,1530402,TPA,1816,0,1800-1859,2107,0,0
290,2019,31,4,UA,19977,UA,N14735,1633,13930,1393007,ORD,11278,1127805,DCA,1259,0,1200-1259,1534,0,0
291,2019,31,4,UA,19977,UA,N69818,1626,13930,1393007,ORD,11618,1161802,EWR,757,0,0700-0759,1054,0,0
292,2019,31,4,UA,19977,UA,N437UA,1620,14262,1426204,PSP,14771,1477104,SFO,1331,0,1300-1359,1455,0,0
293,2019,31,4,UA,19977,UA,N34222,1615,11042,1104205,CLE,14771,1477104,SFO,700,0,0700-0759,919,0,0
294,2019,31,4,UA,19977,UA,N36472,1615,14771,1477104,SFO,12266,1226603,IAH,1300,0,1300-1359,1857,0,0
295,2019,31,4,UA,19977,UA,N780UA,1614,12892,1289208,LAX,12266,1226603,IAH,112,1,0001-0559,603,0,0
296,2019,31,4,UA,19977,UA,N211UA,1613,11292,1129202,DEN,12892,1289208,LAX,1917,1,1800-1859,2051,1,0
297,2019,31,4,UA,19977,UA,N27724,1612,12266,1226603,IAH,14100,1410005,PHL,1650,0,1600-1659,2043,0,0
298,2019,31,4,UA,19977,UA,N415UA,1611,11618,1161802,EWR,13930,1393007,ORD,2100,1,2000-2059,2231,1,0
299,2019,31,4,UA,19977,UA,,1603,13930,1393007,ORD,14107,1410702,PHX,,,1600-1659,,,1
300,2019,31,4,UA,19977,UA,N27205,1601,13204,1320402,MCO,11618,1161802,EWR,1316,1,1200-1259,1543,1,0
301,2019,31,4,UA,19977,UA,N546UA,1600,11618,1161802,EWR,12892,1289208,LAX,1654,0,1700-1759,2006,0,0
302,2019,31,4,UA,19977,UA,N73251,1599,12266,1226603,IAH,14635,1463502,RSW,1152,0,1200-1259,1454,0,0
303,2019,31,4,UA,19977,UA,N846UA,1597,14771,1477104,SFO,12892,1289208,LAX,2022,1,2000-2059,2154,0,0
304,2019,31,4,UA,19977,UA,N39418,1596,11618,1161802,EWR,12889,1288903,LAS,1523,0,1500-1559,1803,0,0
305,2019,31,4,UA,19977,UA,N54241,1593,12266,1226603,IAH,14635,1463502,RSW,1811,0,1800-1859,2109,0,0
306,2019,31,4,UA,19977,UA,N79402,1593,14679,1467903,SAN,12266,1226603,IAH,1156,0,1100-1159,1651,0,0
307,2019,31,4,UA,19977,UA,N15712,1592,11042,1104205,CLE,12266,1226603,IAH,1058,0,1100-1159,1306,0,0
308,2019,31,4,UA,19977,UA,N69847,1590,13930,1393007,ORD,14679,1467903,SAN,1021,1,1000-1059,1225,0,0
309,2019,31,4,UA,19977,UA,N434UA,1586,14027,1402702,PBI,11618,1161802,EWR,1740,1,1600-1659,2044,1,0
310,2019,31,4,UA,19977,UA,N64844,1583,12889,1288903,LAS,11618,1161802,EWR,2314,0,2300-2359,648,0,0
311,2019,31,4,UA,19977,UA,N33103,1582,11618,1161802,EWR,15304,1530402,TPA,854,0,0800-0859,1157,0,0
312,2019,31,4,UA,19977,UA,N69835,1578,12266,1226603,IAH,10721,1072102,BOS,1815,0,1800-1859,2240,0,0
313,2019,31,4,UA,19977,UA,N17753,1577,12266,1226603,IAH,10140,1014005,ABQ,1817,0,1800-1859,1934,0,0
314,2019,31,4,UA,19977,UA,N889UA,1574,11292,1129202,DEN,14893,1489302,SMF,1544,0,1500-1559,1707,0,0
315,2019,31,4,UA,19977,UA,N13720,1573,12266,1226603,IAH,12953,1295304,LGA,823,0,0800-0859,1232,0,0
316,2019,31,4,UA,19977,UA,N463UA,1564,10721,1072102,BOS,13930,1393007,ORD,1308,0,1300-1359,1437,0,0
317,2019,31,4,UA,19977,UA,N836UA,1562,11697,1169706,FLL,11618,1161802,EWR,1200,0,1100-1159,1455,0,0
318,2019,31,4,UA,19977,UA,N87512,1557,13830,1383002,OGG,14771,1477104,SFO,2207,0,2200-2259,458,0,0
319,2019,31,4,UA,19977,UA,N815UA,1553,12266,1226603,IAH,11278,1127805,DCA,1836,1,1800-1859,2220,0,0
320,2019,31,4,UA,19977,UA,N488UA,1552,14107,1410702,PHX,11618,1161802,EWR,1058,1,1000-1059,1745,1,0
321,2019,31,4,UA,19977,UA,N77295,1551,10721,1072102,BOS,11618,1161802,EWR,1426,1,1400-1459,1606,1,0
322,2019,31,4,UA,19977,UA,N24729,1551,11618,1161802,EWR,14057,1405702,PDX,1713,0,1700-1759,2025,0,0
323,2019,31,4,UA,19977,UA,N61898,1550,10693,1069302,BNA,14771,1477104,SFO,857,0,0900-0959,1137,0,0
324,2019,31,4,UA,19977,UA,N35271,1549,12892,1289208,LAX,14771,1477104,SFO,2244,1,2000-2059,6,1,0
325,2019,31,4,UA,19977,UA,N12114,1548,11618,1161802,EWR,13204,1320402,MCO,937,0,0900-0959,1252,0,0
326,2019,31,4,UA,19977,UA,N23708,1547,12953,1295304,LGA,13930,1393007,ORD,1559,0,1600-1659,1729,0,0
327,2019,31,4,UA,19977,UA,N824UA,1546,14893,1489302,SMF,11292,1129202,DEN,809,0,0800-0859,1141,0,0
328,2019,31,4,UA,19977,UA,N24715,1545,11503,1150305,EGE,12266,1226603,IAH,1446,0,1500-1559,1833,0,0
329,2019,31,4,UA,19977,UA,N62883,1543,11618,1161802,EWR,14843,1484306,SJU,2038,1,2000-2059,123,1,0
330,2019,31,4,UA,19977,UA,N37267,1538,11618,1161802,EWR,14027,1402702,PBI,1557,1,1500-1559,1913,1,0
331,2019,31,4,UA,19977,UA,N62883,1537,12889,1288903,LAS,11618,1161802,EWR,1104,0,1100-1159,1853,0,0
332,2019,31,4,UA,19977,UA,N66848,1535,14100,1410005,PHL,11292,1129202,DEN,1551,0,1500-1559,1816,0,0
333,2019,31,4,UA,19977,UA,N68802,1534,11618,1161802,EWR,12266,1226603,IAH,1422,0,1400-1459,1733,0,0
334,2019,31,4,UA,19977,UA,N496UA,1534,14635,1463502,RSW,11618,1161802,EWR,920,0,0900-0959,1154,0,0
335,2019,31,4,UA,19977,UA,N17752,1533,11278,1127805,DCA,13930,1393007,ORD,545,0,0001-0559,700,0,0
336,2019,31,4,UA,19977,UA,N27503,1532,10423,1042302,AUS,12266,1226603,IAH,940,0,0900-0959,1029,0,0
337,2019,31,4,UA,19977,UA,N458UA,1531,13485,1348502,MSN,13930,1393007,ORD,1723,0,1700-1759,1830,0,0
338,2019,31,4,UA,19977,UA,N812UA,1530,13930,1393007,ORD,10785,1078502,BTV,1813,0,1800-1859,2105,0,0
339,2019,31,4,UA,19977,UA,N453UA,1528,12266,1226603,IAH,10821,1082106,BWI,1220,0,1200-1259,1607,0,0
340,2019,31,4,UA,19977,UA,N801UA,1528,13495,1349505,MSY,12266,1226603,IAH,929,0,0900-0959,1046,0,0
341,2019,31,4,UA,19977,UA,N75429,1527,11618,1161802,EWR,13204,1320402,MCO,1205,0,1200-1259,1509,1,0
342,2019,31,4,UA,19977,UA,N439UA,1526,11292,1129202,DEN,11423,1142307,DSM,1747,0,1700-1759,2019,0,0
343,2019,31,4,UA,19977,UA,,1524,11298,1129806,DFW,13930,1393007,ORD,,,1600-1659,,,1
344,2019,31,4,UA,19977,UA,N76062,1523,11618,1161802,EWR,14843,1484306,SJU,832,0,0800-0859,1314,0,0
345,2019,31,4,UA,19977,UA,N14704,1519,11618,1161802,EWR,15024,1502403,STT,907,0,0900-0959,1414,0,0
346,2019,31,4,UA,19977,UA,N77542,1513,14771,1477104,SFO,11603,1160302,EUG,955,1,0900-0959,1121,0,0
347,2019,31,4,UA,19977,UA,N803UA,1511,12094,1209402,HDN,12266,1226603,IAH,1448,0,1500-1559,1842,0,0
348,2019,31,4,UA,19977,UA,N806UA,1510,14771,1477104,SFO,10800,1080003,BUR,2041,0,2000-2059,2147,0,0
349,2019,31,4,UA,19977,UA,N77867,1509,14771,1477104,SFO,12173,1217305,HNL,1632,0,1600-1659,1955,0,0
350,2019,31,4,UA,19977,UA,N68453,1508,14747,1474703,SEA,11292,1129202,DEN,534,0,0001-0559,856,0,0
351,2019,31,4,UA,19977,UA,N443UA,1505,11292,1129202,DEN,11193,1119302,CVG,1742,0,1700-1759,2208,0,0
352,2019,31,4,UA,19977,UA,N821UA,1504,13930,1393007,ORD,11278,1127805,DCA,811,0,0800-0859,1054,0,0
353,2019,31,4,UA,19977,UA,N24715,1501,12266,1226603,IAH,12953,1295304,LGA,1935,0,1900-1959,2345,0,0
354,2019,31,4,UA,19977,UA,N14231,1500,13204,1320402,MCO,13930,1393007,ORD,1521,1,1400-1459,1700,0,0
355,2019,31,4,UA,19977,UA,N821UA,1499,14122,1412202,PIT,13930,1393007,ORD,600,0,0600-0659,646,0,0
356,2019,31,4,UA,19977,UA,N842UA,1498,13930,1393007,ORD,13198,1319801,MCI,2030,1,1900-1959,2338,1,0
357,2019,31,4,UA,19977,UA,N441UA,1496,12266,1226603,IAH,14492,1449202,RDU,1905,1,1800-1859,2232,1,0
358,2019,31,4,UA,19977,UA,N57870,1493,12892,1289208,LAX,12173,1217305,HNL,1140,1,1100-1159,1602,1,0
359,2019,31,4,UA,19977,UA,N73299,1492,14908,1490803,SNA,12266,1226603,IAH,1205,0,1200-1259,1716,0,0
360,2019,31,4,UA,19977,UA,N13750,1491,14100,1410005,PHL,12266,1226603,IAH,809,0,0800-0859,1104,0,0
361,2019,31,4,UA,19977,UA,N853UA,1490,11618,1161802,EWR,10397,1039707,ATL,1400,1,1300-1359,1617,1,0
362,2019,31,4,UA,19977,UA,N37267,1489,11618,1161802,EWR,14027,1402702,PBI,738,0,0700-0759,1112,1,0
363,2019,31,4,UA,19977,UA,N476UA,1485,11292,1129202,DEN,10721,1072102,BOS,1550,0,1500-1559,2129,0,0
364,2019,31,4,UA,19977,UA,N502UA,1483,11618,1161802,EWR,14771,1477104,SFO,554,0,0600-0659,903,0,0
365,2019,31,4,UA,19977,UA,N14704,1482,15024,1502403,STT,11618,1161802,EWR,1520,0,1500-1559,1834,0,0
366,2019,31,4,UA,19977,UA,N73276,1479,14679,1467903,SAN,11292,1129202,DEN,1046,0,1000-1059,1357,0,0
367,2019,31,4,UA,19977,UA,N486UA,1478,13930,1393007,ORD,12953,1295304,LGA,1247,1,1200-1259,1534,0,0
368,2019,31,4,UA,19977,UA,N448UA,1477,13303,1330303,MIA,12264,1226402,IAD,1301,0,1300-1359,1537,0,0
369,2019,31,4,UA,19977,UA,N76519,1476,14492,1449202,RDU,11618,1161802,EWR,1227,0,1200-1259,1457,1,0
370,2019,31,4,UA,19977,UA,N448UA,1475,12264,1226402,IAD,13303,1330303,MIA,840,0,0800-0859,1157,1,0
371,2019,31,4,UA,19977,UA,N464UA,1474,13851,1385103,OKC,12266,1226603,IAH,1154,0,1100-1159,1312,0,0
372,2019,31,4,UA,19977,UA,,1472,13930,1393007,ORD,12451,1245102,JAX,,,0900-0959,,,1
373,2019,31,4,UA,19977,UA,,1464,13303,1330303,MIA,13930,1393007,ORD,,,1600-1659,,,1
374,2019,31,4,UA,19977,UA,N33714,1462,13930,1393007,ORD,11503,1150305,EGE,1022,0,1000-1059,1212,0,0
375,2019,31,4,UA,19977,UA,N67815,1460,11618,1161802,EWR,14986,1498603,SRQ,1525,0,1500-1559,1818,0,0
376,2019,31,4,UA,19977,UA,N16732,1458,11618,1161802,EWR,12441,1244102,JAC,1034,0,1000-1059,1333,0,0
377,2019,31,4,UA,19977,UA,N16709,1450,13930,1393007,ORD,11278,1127805,DCA,1938,0,1900-1959,2239,1,0
378,2019,31,4,UA,19977,UA,N432UA,1448,13930,1393007,ORD,11193,1119302,CVG,1746,0,1700-1759,1951,0,0
379,2019,31,4,UA,19977,UA,N16703,1445,15024,1502403,STT,12264,1226402,IAD,1409,0,1400-1459,1707,0,0
380,2019,31,4,UA,19977,UA,N16703,1443,12264,1226402,IAD,15024,1502403,STT,820,0,0800-0859,1309,0,0
381,2019,31,4,UA,19977,UA,,1442,10792,1079206,BUF,11618,1161802,EWR,,,0600-0659,,,1
382,2019,31,4,UA,19977,UA,N441UA,1440,11278,1127805,DCA,13930,1393007,ORD,853,0,0800-0859,1003,0,0
383,2019,31,4,UA,19977,UA,N816UA,1437,13871,1387102,OMA,11292,1129202,DEN,1334,0,1300-1359,1407,0,0
384,2019,31,4,UA,19977,UA,,1431,13930,1393007,ORD,11042,1104205,CLE,,,1200-1259,,,1
385,2019,31,4,UA,19977,UA,N29129,1430,13830,1383002,OGG,11292,1129202,DEN,2114,0,2100-2159,643,0,0
386,2019,31,4,UA,19977,UA,N63890,1429,12266,1226603,IAH,10423,1042302,AUS,1623,0,1600-1659,1713,0,0
387,2019,31,4,UA,19977,UA,,1425,13930,1393007,ORD,10693,1069302,BNA,,,1600-1659,,,1
388,2019,31,4,UA,19977,UA,N437UA,1424,14771,1477104,SFO,14262,1426204,PSP,1053,0,1000-1059,1218,0,0
389,2019,31,4,UA,19977,UA,N463UA,1420,13930,1393007,ORD,10721,1072102,BOS,924,1,0800-0859,1222,0,0
390,2019,31,4,UA,19977,UA,N76519,1418,12266,1226603,IAH,14492,1449202,RDU,727,0,0700-0759,1100,0,0
391,2019,31,4,UA,19977,UA,N76526,1417,11618,1161802,EWR,13204,1320402,MCO,1900,0,1900-1959,2211,1,0
392,2019,31,4,UA,19977,UA,N69833,1416,11292,1129202,DEN,14635,1463502,RSW,754,0,0800-0859,1314,0,0
393,2019,31,4,UA,19977,UA,N76502,1415,11618,1161802,EWR,13303,1330303,MIA,1423,0,1400-1459,1727,0,0
394,2019,31,4,UA,19977,UA,N17245,1414,13256,1325602,MFE,12266,1226603,IAH,716,0,0700-0759,819,0,0
395,2019,31,4,UA,19977,UA,N454UA,1413,14747,1474703,SEA,11292,1129202,DEN,1539,0,1500-1559,1918,0,0
396,2019,31,4,UA,19977,UA,N472UA,1412,11292,1129202,DEN,12953,1295304,LGA,1222,0,1200-1259,1749,0,0
397,2019,31,4,UA,19977,UA,N77296,1412,14831,1483106,SJC,11292,1129202,DEN,758,0,0800-0859,1131,0,0
398,2019,31,4,UA,19977,UA,N414UA,1411,10821,1082106,BWI,12266,1226603,IAH,1613,0,1600-1659,1903,0,0
399,2019,31,4,UA,19977,UA,N478UA,1407,12266,1226603,IAH,13871,1387102,OMA,1959,0,2000-2059,2206,0,0
400,2019,31,4,UA,19977,UA,N37434,1406,14057,1405702,PDX,14771,1477104,SFO,608,0,0600-0659,757,0,0
401,2019,31,4,UA,19977,UA,N33209,1403,12266,1226603,IAH,13930,1393007,ORD,1102,1,1000-1059,1328,1,0
402,2019,31,4,UA,19977,UA,N14120,1402,14747,1474703,SEA,11618,1161802,EWR,1215,1,1100-1159,2034,1,0
403,2019,31,4,UA,19977,UA,N845UA,1401,12266,1226603,IAH,11433,1143302,DTW,1947,0,1900-1959,2320,0,0
404,2019,31,4,UA,19977,UA,N479UA,1298,11423,1142307,DSM,11292,1129202,DEN,922,0,0900-0959,1038,0,0
405,2019,31,4,UA,19977,UA,N24202,1297,12266,1226603,IAH,14843,1484306,SJU,1045,1,0900-0959,1710,1,0
406,2019,31,4,UA,19977,UA,,1296,11193,1119302,CVG,13930,1393007,ORD,,,0800-0859,,,1
407,2019,31,4,UA,19977,UA,N76508,1295,12892,1289208,LAX,12982,1298202,LIH,821,0,0800-0859,1236,0,0
408,2019,31,4,UA,19977,UA,N35271,1294,12892,1289208,LAX,14771,1477104,SFO,652,0,0600-0659,841,0,0
409,2019,31,4,UA,19977,UA,N15710,1291,13930,1393007,ORD,12441,1244102,JAC,1031,1,1000-1059,1235,1,0
410,2019,31,4,UA,19977,UA,N836UA,1290,11618,1161802,EWR,11697,1169706,FLL,810,1,0700-0759,1107,1,0
411,2019,31,4,UA,19977,UA,N487UA,1290,11697,1169706,FLL,13930,1393007,ORD,1218,0,1200-1259,1433,0,0
